date,year,month,day,hour,week,is_weekend,is_open,jf,frequentation_park_daily,surface,duree,ouvert,interrompu,operation,visitor_count,temperature,humidite,rayonnement_solaire,day_degree_cold,day_degree_hot,temp_max,temp_min,temp_moy,humidite_max,humidite_min,humidite_moy,freq_HF,freq_MF,freq_THF,ec_value_real,ec_value_pred,ec_value_error_abs
2026-01-03 05:00:00,2026,1,3,5,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-1.5,97.81873,0.0,19.5,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,7.059999999980209,90.14396368390946,83.08396368392926
2026-01-03 06:00:00,2026,1,3,6,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-1.7,96.02692,0.0,19.7,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,6.20000000000582,84.93303944571622,78.7330394457104
2026-01-03 07:00:00,2026,1,3,7,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-2.05,94.60204,0.0,20.05,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,42.40000000000582,134.05672098948912,91.6567209894833
2026-01-03 08:00:00,2026,1,3,8,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-2.0,93.90467,0.0,20.0,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,167.9600000000035,144.2848950674144,23.675104932589107
2026-01-03 09:00:00,2026,1,3,9,1,1,1,0,7860,1300,4.0,0.5,0.0,0.5,187,-2.0,93.20972,1.0,20.0,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,164.85999999999186,121.73645281162247,43.123547188369386
2026-01-03 10:00:00,2026,1,3,10,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,453,-1.75,95.31789,34.0,19.75,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,158.9399999999965,117.81503054286848,41.12496945712802
2026-01-03 11:00:00,2026,1,3,11,1,1,1,0,7860,1300,4.0,1.0,0.1,0.9,447,-1.35,95.685036,91.0,19.35,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,148.20000000000582,112.29047747630308,35.909522523702734
2026-01-03 12:00:00,2026,1,3,12,1,1,1,0,7860,1300,4.0,1.0,0.3,0.7,447,-0.2,89.946205,187.0,18.2,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,141.5363636363663,105.5175151920096,36.018848444356706
2026-01-03 13:00:00,2026,1,3,13,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,409,0.8,86.1619,242.0,17.2,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,144.62363636362556,94.63725264774581,49.986383715879754
2026-01-03 14:00:00,2026,1,3,14,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,361,2.2,74.57987,277.0,15.8,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,166.8700000000099,84.65803691157849,82.2119630884314
2026-01-03 15:00:00,2026,1,3,15,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,465,2.65,70.91279,261.0,15.35,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,163.41999999998663,85.45645508962046,77.96354491036617
2026-01-03 16:00:00,2026,1,3,16,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,374,2.5,72.202705,192.0,15.5,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,144.7800000000134,82.68038182253945,62.09961817747394
2026-01-03 17:00:00,2026,1,3,17,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,406,0.2,82.673325,78.0,17.8,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,147.80999999999187,82.04497077212785,65.76502922786402
2026-01-03 18:00:00,2026,1,3,18,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,349,-0.85,85.34926,3.0,18.85,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,133.13000000001048,83.98328963912934,49.146710360881144
2026-01-03 19:00:00,2026,1,3,19,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,253,-0.6,89.91464,0.0,18.6,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,115.91999999998951,90.02729059944387,25.89270940054564
2026-01-03 20:00:00,2026,1,3,20,1,1,1,0,7860,1300,4.0,1.0,0.0,1.0,329,-0.55,91.2532,0.0,18.55,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,111.33000000000465,92.61518105372926,18.714818946275386
2026-01-03 21:00:00,2026,1,3,21,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-0.4,94.67333,0.0,18.4,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,91.4,81.58882649931874,9.811173500681264
2026-01-03 22:00:00,2026,1,3,22,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-2.05,96.72937,0.0,20.05,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,75.91999999999825,83.30835413201812,7.38835413201987
2026-01-03 23:00:00,2026,1,3,23,1,1,1,0,7860,1300,4.0,0.0,0.0,0.0,0,-2.3,96.72267,0.0,20.3,0.0,2.65,-2.3,-0.74583334,99.26605,70.91279,91.296936,1,0,0,80.76000000000931,69.31438853923174,11.44561146077757
2026-01-04 00:00:00,2026,1,4,0,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-2.75,95.279724,0.0,20.75,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,10.19999999998836,23.36630503034589,13.166305030357531
2026-01-04 01:00:00,2026,1,4,1,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-2.95,93.85778,0.0,20.95,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,7.570000000006985,22.61610989634042,15.046109896333434
2026-01-04 02:00:00,2026,1,4,2,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-3.95,94.1624,0.0,21.95,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,9.370000000006986,23.744771205374587,14.374771205367601
2026-01-04 03:00:00,2026,1,4,3,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-4.2,94.50699,0.0,22.2,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,13.919999999995344,25.36051492221759,11.440514922222246
2026-01-04 04:00:00,2026,1,4,4,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-4.4,93.78515,0.0,22.4,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,14.29999999999418,27.42962676826936,13.129626768275182
2026-01-04 05:00:00,2026,1,4,5,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-4.6,93.41983,0.0,22.6,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,13.120000000001165,32.78635402550131,19.666354025500148
2026-01-04 06:00:00,2026,1,4,6,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-4.75,93.057396,0.0,22.75,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,17.10000000000582,39.50769729243269,22.407697292426867
2026-01-04 07:00:00,2026,1,4,7,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-4.65,92.358315,0.0,22.65,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,10.54000000000233,92.97222182168271,82.43222182168037
2026-01-04 08:00:00,2026,1,4,8,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-5.3,91.96569,0.0,23.3,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,28.16000000000349,118.51692532738407,90.35692532738058
2026-01-04 09:00:00,2026,1,4,9,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-5.4,92.311806,1.0,23.4,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,167.459999999986,120.39091046767115,47.06908953231485
2026-01-04 10:00:00,2026,1,4,10,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-3.55,90.35751,70.0,21.55,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,161.4600000000035,107.67244557963754,53.787554420365964
2026-01-04 11:00:00,2026,1,4,11,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-1.7,81.49915,191.0,19.7,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,154.37999999999303,97.14322205890477,57.23677794108826
2026-01-04 12:00:00,2026,1,4,12,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,0.15,70.9381,287.0,17.85,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,147.43818181817716,81.26284494701724,66.17533687115991
2026-01-04 13:00:00,2026,1,4,13,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,0.9,74.3445,339.0,17.1,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,144.27181818182635,78.51938430303112,65.75243387879523
2026-01-04 14:00:00,2026,1,4,14,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,1.4,71.18942,185.0,16.6,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,142.220000000007,84.33779884719075,57.882201152816236
2026-01-04 15:00:00,2026,1,4,15,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,1.65,67.86978,163.0,16.35,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,142.95000000000292,93.93630390562534,49.01369609437758
2026-01-04 16:00:00,2026,1,4,16,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,1.55,66.092064,128.0,16.45,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,143.3399999999994,97.78075232462061,45.5592476753788
2026-01-04 17:00:00,2026,1,4,17,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,0.6,70.23386,54.0,17.4,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,147.5399999999907,93.70457908363065,53.83542091636005
2026-01-04 18:00:00,2026,1,4,18,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-0.9,78.90546,2.0,18.9,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,153.4999999999971,94.6751779576042,58.824822042392896
2026-01-04 19:00:00,2026,1,4,19,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-0.75,83.16669,0.0,18.75,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,180.7500000000029,100.36915764534517,80.38084235465773
2026-01-04 20:00:00,2026,1,4,20,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-1.5,86.559425,0.0,19.5,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,236.43000000000177,107.95691036912699,128.47308963087477
2026-01-04 21:00:00,2026,1,4,21,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-2.65,89.75057,0.0,20.65,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,237.8400000000023,105.46635557802955,132.37364442197276
2026-01-04 22:00:00,2026,1,4,22,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-4.0,91.01004,0.0,22.0,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,231.7100000000035,104.31394189481013,127.39605810519338
2026-01-04 23:00:00,2026,1,4,23,1,1,1,0,2660,1300,4.0,0.0,0.0,0.0,0,-4.55,92.01418,0.0,22.55,0.0,1.65,-5.4,-2.3458333,95.279724,66.092064,85.359825,0,1,0,217.9300000000017,96.83034126308907,121.09965873691264
2026-01-05 00:00:00,2026,1,5,0,2,0,0,0,0,1300,4.0,0.0,0.0,0.0,0,-5.3,92.67157,0.0,23.3,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,10.279999999993011,13.395779771065063,3.1157797710720523
2026-01-05 01:00:00,2026,1,5,1,2,0,0,0,0,1300,4.0,0.0,0.0,0.0,0,-2.9,89.730286,0.0,20.9,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,8.859999999994763,11.981509549640034,3.121509549645271
2026-01-05 02:00:00,2026,1,5,2,2,0,0,0,0,1300,4.0,0.0,0.0,0.0,0,-3.15,91.07087,0.0,21.15,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,10.659999999994762,12.608620766549572,1.9486207665548108
2026-01-05 03:00:00,2026,1,5,3,2,0,0,0,0,1300,4.0,0.0,0.0,0.0,0,-2.8,88.399086,0.0,20.8,0.0,1.75,-5.6,-2.4229167,92.67157,65.16724,85.344666,0,0,0,10.420000000018623,13.567785114164337,3.147785114145714
